title,website_url,homeschool_com_url,grades_or_ages,prices_mentioned,description
The Mystery of History,https://themysteryofhistory.com/,https://www.homeschool.com/resource-guide/the-mystery-of-history/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Varies,"""The Mystery of History is a “Chronological, Christian, Complete” World History curriculum for all ages. Any homeschool parent can teach world history using this program because— it’s easy to use;"
Muzzy,https://www.muzzybbc.com/,https://www.homeschool.com/resource-guide/muzzy/,Preschool; Kindergarten; 1st Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$5.37-$14.66/ month,"Developed by the BBC, MUZZY's simple and effective program works by teaching through fun and animated stories featuring Muzzy and friends. These stories use the natural immersion method, which is modeled after the"
Literary Adventures for Kids,https://www.literaryadventuresforkids.com/,https://www.homeschool.com/resource-guide/literary-adventures-for-kids/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$1,"Literary Adventures for Kids offers online literature studies, unit studies, book clubs, book lists, and more for each grade level."
Smartick,https://www.smartickmethod.com/,https://www.homeschool.com/resource-guide/smartick/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,$1,Smartick is an online platform for children to learn and master math - from home - in only 15 minutes a day.
TalkBox.Mom,https://talkbox.mom/,https://www.homeschool.com/resource-guide/talkbox-mom/,Pre-K - 12th Grade,$80/single box; $304/4 boxes; $648/9 boxes,"The best way for anyone to learn a language is to hear it spoken. TalkBox.Mom takes this approach in their language subscription boxes. Completed at your pace, each language has a total of 9 boxes with information"
Adventures of Rush Revere Book Series,https://revereintheclassroom.com/,https://www.homeschool.com/resource-guide/adventures-of-rush-revere-book-series/,2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,Free-$89.95,"Adventures of Rush Revere is an interactive, engaging series that teaches American history to primarily 5th graders (but can still be used by elementary and middle school students). More than learning about important"
KaiPod Learning,https://www.kaipodlearning.com/,https://www.homeschool.com/resource-guide/kaipod-learning/,3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,varies,"KaiPod Learning operates small-group learning pods for homeschoolers in grades 3-12. Our pods provide homeschoolers with a place to work on their academic program, socialize with peers, and participate in"
Fascinating Education Online Classes,https://fascinatingeducation.com/,https://www.homeschool.com/resource-guide/fascinating-education-online-classes/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 10th Grade; 11th Grade; 12th Grade,Starting at $20/yr,"Fascinating Education offers an alternative approach to teaching high school chemistry, physics, and biology. The science classes offered do not assume prior knowledge and presents the learning material in an"
Notgrass History Books,https://history.notgrass.com/,https://www.homeschool.com/resource-guide/notgrass-history-books/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Starting at $5.99,Notgrass History helps homeschooling students and teachers across the country and around the world. We offer a faith-based history curriculum for elementary up through high school students.
K12,https://www.k12courses.com/,https://www.homeschool.com/resource-guide/k12/,Pre-K - 12th Grade,$260-$900/course,"Hundreds of award-winning online courses from K12 provide homeschooling families a wide array of choices, including affordable 12-month courses for grades Pre-K to 12, convenient payment plans, online and hands-on"
Vocabulary Quest,https://vocabularyquest.com/,https://www.homeschool.com/resource-guide/vocabulary-quest/,5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$49.99,"Vocabulary Quest is a downloadable computer game for grades 5-12. By using vocabulary words, you defeat the Mages and restore law and order to the land of Vocab. There is a customizable avatar choice, difficulty level,"
NextWaveSTEM,https://nextwavestem.com/,https://www.homeschool.com/resource-guide/nextwavestem/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,"$4,000-$6,500 per semester course","NextWaveSTEM courses include equipment, professional development, teacher guides, student presentations, worksheets, and answer keys that empower educators in providing high-quality emerging technologies to students."
Family Pastime Co-operatives Games,https://familypastimes.com/,https://www.homeschool.com/resource-guide/family-pastime-co-operatives-games/,Pre-K - 12th Grade,$9.99-$449.99,Family Pastime Co-operative Games provides many different family-friendly board games. The games are designed to teach cooperative and decrease aggressive behavior in young children. There are no winners and no losers
Writing Research Right: The Research Paper,https://www.homeschool.com/resource-guide/writing-research-right-the-research-paper/,https://www.homeschool.com/resource-guide/writing-research-right-the-research-paper/,8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$225,AIM Academy offers many live & online classes. This live class will help your 8th-12th grader be prepared to write successful research papers.
BraveWriter: Advanced Composition,http://www.bravewriter.com/,https://www.homeschool.com/resource-guide/bravewriter-advanced-composition/,10th Grade; 11th Grade; 12th Grade,$299,BraveWriter's swiftly paced 4-week Advanced Composition class works to prepare high school students for college-level academic writing. Students should already have a good grasp of writing an expository essay. This
The Moments At Home,https://shop.themomentsathome.com/,https://www.homeschool.com/resource-guide/the-moments-at-home/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade,varies,"The Moments At Home offers an affordable, complete Early Learning (ages 2-4), Preschool, Kindergarten, and First Grade curriculum, along with many different printable unit studies in various topics. Introduce your"
ACE Homeschool,https://www.aceministries.com/,https://www.homeschool.com/resource-guide/ace-homeschool/,9th Grade; 10th Grade; 11th Grade; 12th Grade,One-Time Payment (Materials),"ACE Homeschool is a Bible-based program with an individualized approach. It is self-instructional and based on computer technology, with online testing. Children’s minds develop best in a God-centered environment of"
MotherBoard Books,http://motherboardbooks.com/,https://www.homeschool.com/resource-guide/motherboard-books/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,One-Time Payment (Materials),"The key to learning is to create fun projects for kids to work on. This is something that’s very easy with MotherBoard Books Program, created at MIT to teach reasoning to kids with computer science."
Ocean First Education,https://oceanfirsteducation.com/,https://www.homeschool.com/resource-guide/ocean-first-education/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$1,Ocean First Education provides engaging digital marine science curricula for K-12. We incorporate the latest research and technology and deliver learning experiences that are seamless for teachers to implement in their
Commercial Drone Ground School,https://planehook.podia.com,https://www.homeschool.com/resource-guide/commercial-drone-ground-school/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$79.95,Introduce your learner to aviation by helping them to take that first step--learning to fly unmanned aircraft. The forty (40) lesson program prepares learning pilots to take the Federal Aviation Administration's Remote
The Story of the World,https://welltrainedmind.com/c/series/the-story-of-the-world/,https://www.homeschool.com/resource-guide/the-story-of-the-world/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,Varies,"""The Story of the World is an award-winning resource for families looking for a history curriculum they can fall in love with. Told in the straightforward, engaging style that has become Susan Wise Bauer’s trademark,"
Connecting With History,https://www.rchistory.com/,https://www.homeschool.com/resource-guide/connecting-with-history/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,varies,Connecting with History uses a unique approach to help students recognize their own role in salvation history and God's purpose for their lives. Studying the same time period together enriches everyone's learning
Letters From Fileas,https://lettersfromfileas.com,https://www.homeschool.com/resource-guide/letters-from-fileas/,Pre-K - 12th Grade,$9/month,"Letters From Fileas opens the door to a world of discovery! Each month, a beautifully illustrated letter filled with fascinating informational texts arrives in your mailbox. Designed to make learning exciting and"
TAN Academy,https://tanbooks.com/tan-academy/about-tan-academy/,https://www.homeschool.com/resource-guide/tan-academy/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$249.95/one child; $499.95/family,"TAN Academy is a comprehensive k-12 Catholic homeschool program. By enrolling in the Academy, you receive lesson plans, 40% off curriculum materials, academic coaching, report cards, and a sitewide discount on books for"
Memoria Press Homeschool Curriculum,http://www.memoriapress.com/,https://www.homeschool.com/resource-guide/memoria-press-grade-curriculum/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade,$335-$995,"Memoria Press is a Christian company that offers many classical education options, from Science to Latin, to encouraging Reading & more. The First Grade Curriculum covers phonics, numbers, writing, music, &"
Heartbeat: A Growth Quest for Teens,https://www.upliftingeducation.com/,https://www.homeschool.com/resource-guide/heartbeat-a-growth-quest-for-teens/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$27 per month - 10-day refund opportunity,"The Heartbeat Award Growth Quest is dedicated to bolstering a teenager's sense of purpose and assisting them in discerning life's deeper meanings, all while laying the foundation for them to emerge as resourceful and"
Saxon Math,https://www.hmhco.com/programs/saxon-math,https://www.homeschool.com/resource-guide/saxon-math/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Varies,"""To master mathematics, students need to build on prior learning—what new concepts they can learn depends on which concepts they already know. Saxon Math™ provides a learning structure proven to advance"
Adirondack Learning Academy,https://www.adklearning.com/,https://www.homeschool.com/resource-guide/adirondack-learning-academy/,Pre-K - 12th Grade,$1,Adirondack Learning Academy is committed to providing a quality curriculum for homeschool students. Our online curriculum encourages success through customized instruction for Pre-K - 12th grade students. Our program
